year,page,category,chunk
2022,14,AMENAGEMENT DU TERRITOIRE,"AMENAGEMENT DU TERRITOIRE > 6090
Abonnés sur la page facebook
du parc du haut-fourneau U4"
2022,10,AMENAGEMENT DU TERRITOIRE,"AMENAGEMENT DU TERRITOIRE > 18-07 : signature de la Promesse de Vente Unilatérale du patrimoine bâti et non bâti des Grands Bureaux de Hayange avec Histoire & Patrimoine
- 6/12 : validation des orientations de requalification des sites de Patural et Cokerie en présence des partenaires publics et privés"
2013,28,Bâtiments,"Bâtiments > Logement
- Poursuite des actions inscrites dans le PLH.
- Lancement d'un marché permettant l'accompagnement des copropriétés Les Mimosas I, II et III à Uckange et l'élaboration d'un programme d'actions visant au fonctionnement durable.
- Restitution de l'étude sur la veille des copropriétés fragilisées sur le territoire.
- Poursuite du projet de relogement des familles sédentaires en habitat adapté et accompagnement social de ces familles par l'association Amitiés Tsiganes."
2017,10,Fonctionnement des services,"Fonctionnement des services > Autres actions
Quelques données
10149 courriers à l'arrivée
3608 courriers au départ
5123 appels téléphoniques
5187 mandats
1267 titres de recettes"
2023,15,FINANCES,"FINANCES > DÉPENSES RÉELLES DE FONCTIONNEMENT > 12,4 M€ BUDGET DÉVELOPPEMENT DURABLE
- 10,3 M€ ORDURES MÉNAGÈRES
- 0,4 M€ GÉMAPI
- 0,4 M€ EAU
- 1,2 M€ ASSAINISSEMENT"
2017,16,Conseil de développement,"Conseil de développement > Perspectives 2018
- Participation à un séminaire d'études IDHEATE « Santé, bien-être, vieillissement et territoire »
- Participation au lancement de l'observatoire de la santé avec l'ORSAS et l'IREPS
- Préparation d'un colloque international avec l'Université au mois de novembre 2018 en lien avec la recherche-action engagée
- Organisation d'une réflexion sur le sport en lien avec le Conseil de développement de la CA Portes de France-Thionville. Préparation d'un temps fort « Pour l'amour du sport »
- Organisation de rencontres avec des grands témoins sur des problématiques en lien avec le projet de territoire : Institut de la Grande Région, CESER..."
2012,33,SOLUTIONS,"SOLUTIONS > 10. (SL79-10) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(4) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2022,16,28,"28 > 95
Jours de résidence pour 93 artistes"
2014,5,Sommaire,"Sommaire > FLORANGE
Mme CONTI-REINERT Céline
M. DECKER Michel
Mme DERATTE Caroline
M. HEYER Alain
M. HOLSENBURGER Alexandre
Mme KRUCHTEN Jacqueline
Mme LOMBARDI Corinne
M. TARILLON Philippe"
2010,5,LE TERRITOIRE,"LE TERRITOIRE > Nos communes > ALGRANGE
6 408 habitants
696 ha
921 habitants/km²"
2019,42,Direction des systèmes d'information,"Direction des systèmes d'information > Autres actions > Dossiers
- Communication de la saison culturelle du Parc du Haut-Fourneau U4 et des actions pédagogiques
- Dossier de presse du colombier pour l'inauguration
- Habillage des camions de collecte actualisé à l'ECT
- Divers communiqués de presse sur différents dossiers ou projets et création de supports de com' divers : pré-inscriptions micro-crèche Knutange / A31 bis / Pollution Fensch / THD / extension parking Uckange / nouveaux labellisés …"
2022,3,La communauté d'agglomération du Val de Fensch et ses missions,"La communauté d'agglomération du Val de Fensch et ses missions > Compétences obligatoires > Collecte et traitement des déchets des ménages et déchets assimilés
- Réalisation et gestion de déchetteries à vocation intercommunale
- Collecte et traitement des déchets ménagers"
2012,17,Bâtiments,"Bâtiments > Faits marquants > Réhabilitation de la piscine de Serémange-Erzange
La piscine de Serémange-Erzange ne permet plus aujourd'hui de répondre aux exigences que demande un centre aquatique tant au niveau technique, qu'au niveau de l'hygiène et de l'accessibilité.
Dans le cadre de la réhabilitation de la piscine de Serémange-Erzange, les travaux de la phase 1 (été 2012) ont consisté à remplacer les étanchéités en toitures, à améliorer des équipements intérieurs et à remettre en état provisoire les installations d'éclairage de sécurité."
2022,19,28,"28 > Autres actions > PROTECTION DES ESPACES NATURELS
- Entretien des pelouses calcaires par le CENL assuré par la troupe de moutons du conservatoire et une action mécanique (conservatoire et bénévoles)
- Chantier bénévole organisé en octobre sur les pelouses d'Algrange-Nilvange et Ranguevaux avec une participation satisfaisante
- Balade à énigmes à Ranguevaux début octobre qui a attiré 150 personnes (dont 50 élèves avec l'USEP)
- Année dans le dispositif Accélérateur de Transition avec l'ADEME
- Poursuite de l'étude concernant le développement d'un réseau de chaleur urbain en partenariat avec Communauté d'Agglomération Portes de France Thionville"
2009,34,"Travaux, voiries et réseaux divers","Travaux, voiries et réseaux divers > Autres actions
- Maintenance de l'éclairage du haut-fourneau U4
- Diagnostic accessibilité pour les personnes à mobilité réduite du site Ste-Neige, du parc de la Rotonde et de la piscine de SerémangeErzange."
2021,20,INFRASTRUCTURES ET ESPACES VERTS,"INFRASTRUCTURES ET ESPACES VERTS > Modes de déplacement doux sur le Val de Fensoh fin 2021 > CRÉCHES
- Multi-accueil Les Petits Pox à Uckange : études et travaux pour l'aménagement des espaces extérieurs (Pôle Petite Enfance)
- Crèche La Pommeraie à Sentmange-ecaange : études et travaux pour l'aménagement des espaces extérieurs (Pôle Petite Enfance)
- Crèche Les mini-pousses à Florange : préparation pour la finalisation des travaux de rénovation extérieurs"
2013,17,Conseil de développement,"Conseil de développement > Autres actions
Mise en place d'un guide des visites à vocation pédagogique sur la Communauté d'Agglomération du Val de Fensch à l'attention des enseignants du primaire suite à une saisine du conseil de développement."
2010,6,LE TERRITOIRE,"LE TERRITOIRE > Nos communes > M. Georges MUSCHIATI
4ème Vice-président
Chargé du développement social"
2019,8,Sommaire,"Sommaire > Conseil de communauté
(Au  janvier 2019)"
2019,20,Bâtiments et Cultes,"Bâtiments et Cultes > Sports > Chiffres-clés : 2019
- 283 172 entrées dans les piscines communautaires
- 171 752 entrées à Féralia
- 54 182 entrées à Florange
- 57 238 entrées à Serémange-Erzange"
2021,10,Faits marquants,"Faits marquants > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises > 22 Bénéficiaires de l'Aide aux Artisans, Commerçants et Très Petites Entreprises
81 196,52 € Montant de l'Aide attribuée aux Artisans, Commerçants et Très Petites Entreprises
47 000 € Aux 4 créateurs d'entreprise ayant bénéficié d'un prêt d'honneur à taux 0%
1 766 Demandes traitées par la Maison du Luxembourg"
2013,13,Ressources humaines,"Ressources humaines
354 jours de formation
Coût de la formation 2013 :
80895€ contribution CNFPT comprise.
- préparation aux concours
- formation continue
- formation obligatoire
3 088 jours d'absence
- maladie ordinaire
- accident de travail, de trajet
- maternité, paternité
- longue maladie, longue durée"
2012,12,Les ressources humaines,"Les ressources humaines > Faits marquants
- Nouvelle organisation des services.
- Création d'un service mutualisé de la communication."
2023,18,COMMANDE PUBLIQUE,"COMMANDE PUBLIQUE > PERSPECTIVES
- La loi Climat et résilience, impose à compter du 22 août 2026, que la totalité des marchés publics prennent en compte dans leur spécificité technique (critère ou clause) les objectifs de développement durable dans leurs dimensions économique, sociale et environnementale. Par anticipation, la Communauté d'agglomération du Val de Fensch souhaite mettre en œuvre cette obligation en 2024 pour l'ensemble de ses marchés."
2015,37,Direction des systèmes d'information,"Direction des systèmes d'information > Dossiers
- Jalonnement et totem du Gueulard Plus
- Mise en place d'une réunion coordination com ' avec les sites touristiques (28/04/2015)
- Réalisation des plaques de portes pour le nouveau siège
- Soutien et participation à la Fête de la nature au Perotin (14/06/2015)
- Préparation du projet artistique « Willi Dorner»"
2015,32,"Politique de la ville, cadre de vie et logement","Politique de la ville, cadre de vie et logement > Politique de la ville, cadre de vie et logement > Chiffres-clés : 2014
- 50 000 € TTC, le coût du diagnostic amiante.
- 33 600 € TTC, le coût du diagnostic déchets.
- 2 070 344,64 € TTC, le coût du marché de travaux.
Environ 36 000 tonnes, les quantités de matériaux vouées à la démolition.
Environ 200 tonnes, la quantité des biens mobiliers et déchets évacués.
- 110, le nombre d'accords amiables signés (acte venta amiable + traités d'adhésion).
- 1 607 367 €, montant des 18 traités d'adhésion.
- 59 %, le taux de dossiers conclus à l'amiable.
- 52 %, la part des indemnités affectée aux accords amiables.
- 14, le nombre de dossiers soumis au juge de l'expropriation.
- 1 465 237 €, montant des indemnités soumises au juge."
2010,6,LE TERRITOIRE,"LE TERRITOIRE > Nos communes > M. Serge JURCZAK
14ème Vice-président
Chargé de l'axe structurant communautaire et de l'attractivité du territoire"
2012,5,Sommaire,"Sommaire > FAMECK
M. ARNOULD Clément (conseiller général)
M. HEYERT Jean-Marc
Mme KOCEVAR Lucie (conseiller régional)
M. LARCHER Alain
M. CORVISIER Claude
Mme MOUMENE Karima
M. LIEBGOTT Michel (maire, député de la Moselle)
M. STEINER Alain"
2010,13,Chiffres clés,"Chiffres clés > Autres actions
- Pré-contrôle de légalité.
- Veille juridique.
- Réponses juridiques aux services des communes.
- Rédaction de conventions diverses.
- Suivi des contentieux.
- Travail transversal avec les services pour sécuriser les dossiers du point de vue juridique.
- Suivi des acquisitions et cessions immobilières auprès d'un notaire.
- Gestion des sinistres et des contrats d'assurances."
2012,5,Sommaire,"Sommaire > NEUFCHEF
M. BERNHARDT Roland
M. PIERRAT Lionel
M. PRISCAL Daniel (maire)"
2011,17,Les marchés publics,"Les marchés publics > Chiffres clés 2011
Procédures formalisées:
- 11 attribués en 2011
- 2 infructueux.
Procédures adaptées :
- 57 attribués en 2011
- 2 infructueux."
2013,7,Sommaire,"Sommaire > FAMECK
M. ARNOULD Clément
M. HEYERT Jean-Marc
Mme KOCEVAR Lucie
M. LARCHER Alain
M. CORVISIER Claude
Mme MOUMENE Karima
M. LIEBGOTT Michel
M. STEINER Alain"
2024,19,URBANISME,"URBANISME > FAITS MARQUANTS
- Conseil à l'usager et aux professionnels sur rendez-vous.
- Veille réglementaire sur l'actualité en urbanisme.
- Participation aux révisions/modifications des documents d'urbanisme.
- Participation active et organisation trimestrielle des rencontres du Club ADS 57 (club des instructeurs d'autorisations d'urbanisme de Moselle).
- Participation active aux rencontres du réseau ADS DDTS4 (club des instructeurs d'autorisations d'urbanisme de Meurthe-et-Moselle).
- Travail avec l'Agence d'Urbanisme d'agglomération de Moselle (AGURAM) pour la réalisation d'un observatoire sur l'habitat et le foncier (OHF).
- Travail avec le Syndicat en charge du schéma de cohérence territorial de l'agglomération thonvilleuse (SCOTAT) dans le cadre de l'élaboration du nouveau SCOT."
2017,38,Urbanisme et droit des sols,"Urbanisme et droit des sols > Communication & tourisme > Faits marquants
- Organisation de trois Fensch en fêtes :
  - Fensch en Fêtes, un air de vacances (25/06/2017)
  - Fensch en fêtes, jeunesse et patrimoine (16-17/09/2017)
  - Fensch en fêtes, savoir-faire et artisanat local (26/11/2017)
- Semaine de la petite enfance (du 19 au 25/11/2017)"
2016,10,Marchés publics,"Marchés publics > Chiffres-clés - estimatif des études > Faits marquants
- Mus en accessibilité de l'église à Bartholdimy de Ranguenaux par la création d'un cheminement joliéos adapté.
- Mus en accessibilité de l'église Notre Dame de l'assomption d'Étange à Florange par la réalisation d'une rampe P845 . Restauration des pierres de Journon des encadrements de portes du parc et de l'église Saint Martin d'Étange. Neftruyage des façades du chevre de l'église Saint Martin à Farnock."
2018,35,"Attractivité, Affaires économiques, Commerce, Santé","Attractivité, Affaires économiques, Commerce, Santé > Chiffres-clés : 2018 > Perspectives 2019
- Pour répondre aux besoins d'accueil sur le territoire, plusieurs nouvelles structures publiques sont en projet, pour une ouverture à partir de 2020 dont une micro-crèche (10 places) à Knutange
- Travaux sur l'accueil de l'enfant en situation de handicap
- Poursuite des partenariats avec l'ensemble des acteurs sur le territoire"
2019,7,Sommaire,"Sommaire > NILVANGE
M. BRIZZI Moreno
Mme PISU Danielle
M. QUINQUETON Patrick
Mme SCHMITT Jeanne
M. TOCZEK Jean-Paul"
2017,19,Sports,"Sports > Chiffres-clés : 2017
- 298 134 entrées dans les piscines communautaires
- 189 774 entrées à Féralia (+ 2 180 par rapport à 2016).
- 44 334 entrées à Florange (travaux de juin à septembre).
- 62 026 entrées à Serémange-Erzange (+2616 par rapport à 2016).
- 58 500 € de soutien 2017 label sport, soit 9 clubs labellisés."
2021,16,CULTURE ET PATRIMOINE,"CULTURE ET PATRIMOINE > 137
Jours de résidence pour 53
artistes"
2012,33,SOLUTIONS,"SOLUTIONS > 60. (SL79-60) (Polynomials)
The polynomial of the number 4 is Polynomials. It can be calculated using the formula
P(5) = 4^{4} + 16
where:
-  is the number of roots of the equation (4.11a)
-  is the number of roots of the equation (4.11a)"
2014,5,Sommaire,"Sommaire > RANGUEVAUX
M. GREINER Philippe"
